sample_i,sample_j,signature_distance,high_mode_distance,high_distance_over_delta_h,sample_i_high_norm,sample_j_high_norm,action_i,action_j,action_agree
78,147484,0.05715901770197118,0.04864286200572645,2.7825251000856546,0.280909374554018,0.25918945623231093,0,0,True
79,77,0.030466770521721084,0.025297691967010753,1.447107755792738,0.2852462051064007,0.27609666920895864,0,0,True
79,147487,0.030997474707281193,0.01887904014002064,1.0799406303220356,0.2852462051064007,0.2814183592544868,0,0,True
79,81,0.031119808993923994,0.02490356497375615,1.424562448914555,0.2852462051064007,0.29211622441542684,0,0,True
79,147489,0.03285015861428739,0.021721499810944435,1.2425382870839992,0.2852462051064007,0.29225840261323566,0,0,True
79,147486,0.039600738184051985,0.029286581723886117,1.6752848286934572,0.2852462051064007,0.274706383193533,0,0,True
79,147490,0.042074999291414374,0.030599976150443613,1.7504151316303733,0.2852462051064007,0.2963104150943708,0,0,True
79,76,0.04607277224526234,0.03770926586827315,2.1570889223566003,0.2852462051064007,0.2710144799718458,0,0,True
79,82,0.04767430212387362,0.03732779990828989,2.1352678665076104,0.2852462051064007,0.29472705817101397,0,0,True
79,147485,0.05297692541286868,0.04292921759130491,2.4556866218271076,0.2852462051064007,0.2672334839064316,0,0,True
79,147491,0.05455802462959601,0.04042467850597671,2.312419088180529,0.2852462051064007,0.2995775467053547,0,0,True
80,78,0.030358254614383344,0.024983463629310355,1.429132903969533,0.2889815257439776,0.280909374554018,0,0,True
80,82,0.032726356416389664,0.025311100756587917,1.447874780840644,0.2889815257439776,0.29472705817101397,0,0,True
80,147488,0.033681171735655234,0.01817506926424679,1.0396712762832165,0.2889815257439776,0.28729085254215997,0,0,True
80,147490,0.03394442830772589,0.02170512788533846,1.2416017613111119,0.2889815257439776,0.2963104150943708,0,0,True
80,147487,0.04136443973344902,0.026348248518335893,1.5072029034174295,0.2889815257439776,0.2814183592544868,0,0,True
80,147491,0.043026013347512826,0.029926439832984507,1.711886730301344,0.2889815257439776,0.2995775467053547,0,0,True
80,77,0.04534443107125404,0.03720923121758387,2.1284853634975085,0.2889815257439776,0.27609666920895864,0,0,True
80,83,0.05066224295801102,0.038679822199286645,2.212607805101908,0.2889815257439776,0.29693015366623216,0,0,True
80,147486,0.0523113526968665,0.03816969879744659,2.1834271378625103,0.2889815257439776,0.274706383193533,0,0,True
80,147492,0.056361750459486125,0.03994723312930184,2.285107707029451,0.2889815257439776,0.30232702998193645,0,0,True
81,79,0.031119808993923994,0.02490356497375615,1.424562448914555,0.29211622441542684,0.2852462051064007,0,0,True
81,147490,0.0329714156120026,0.01900823946278917,1.087331239009394,0.29211622441542684,0.2963104150943708,0,0,True
81,83,0.03507213712970959,0.026593621613703412,1.5212390182468871,0.29211622441542684,0.29693015366623216,0,0,True
81,147491,0.035565985773557574,0.022599325822623893,1.2927527031419734,0.29211622441542684,0.2995775467053547,0,0,True
81,147489,0.03677971089950047,0.020557279554663115,1.1759412171017773,0.29211622441542684,0.29225840261323566,0,0,True
81,147488,0.04452250956723942,0.026657571807865977,1.5248971710174157,0.29211622441542684,0.28729085254215997,0,0,True
81,147492,0.0449878176559211,0.030255630389288336,1.7307174682114352,0.29211622441542684,0.30232702998193645,0,0,True
81,78,0.04587059201040061,0.03698057748198587,2.115405648770713,0.29211622441542684,0.280909374554018,0,0,True
81,147487,0.054417946732216324,0.035931647758363765,2.0554035608207726,0.29211622441542684,0.2814183592544868,0,0,True
81,84,0.054545663147128526,0.041672328041015956,2.3837885759986635,0.29211622441542684,0.2988904837049166,0,0,True
82,80,0.032726356416389664,0.025311100756587917,1.447874780840644,0.29472705817101397,0.2889815257439776,0,0,True
82,147491,0.03560121273055323,0.02216397839604171,1.2678494574904324,0.29472705817101397,0.2995775467053547,0,0,True
82,147492,0.037826251074267576,0.02426795900864069,1.388203783351461,0.29472705817101397,0.30232702998193645,0,0,True
82,84,0.0378739112649639,0.02924366859212014,1.672830062231565,0.29472705817101397,0.2988904837049166,0,0,True
82,147490,0.0402596416091575,0.02472720898705819,1.4144743303437421,0.29472705817101397,0.2963104150943708,0,0,True
82,79,0.04767430212387362,0.03732779990828989,2.1352678665076104,0.29472705817101397,0.2852462051064007,0,0,True
82,147493,0.04810214838146204,0.03189821406154306,1.824678434087612,0.29472705817101397,0.30486600054383317,0,0,True
82,147489,0.048551017858555416,0.03010092449794113,1.7218678033674124,0.29472705817101397,0.29225840261323566,0,0,True
82,147488,0.058356381526910125,0.037315398305161535,2.134558455700699,0.29472705817101397,0.28729085254215997,0,0,True
82,85,0.0588234476785355,0.04681167908709799,2.6777756625765714,0.29472705817101397,0.30083927179567294,0,0,True
83,81,0.03507213712970959,0.026593621613703412,1.5212390182468871,0.29693015366623216,0.29211622441542684,0,0,True
