config_idx,transform_id,normalized_l2_raw_residual
10,random_0,1.390272625967
10,random_1,1.422805066855
10,random_2,1.436274772275
10,random_3,1.439903945761
10,random_4,1.404535721807
10,random_5,1.411307927487
10,random_6,1.426146749132
10,random_7,1.39410283217
11,identity,7.276036737743e-17
11,random_0,1.424323864371
11,random_1,1.417040455451
11,random_2,1.391185400278
11,random_3,1.430783520015
11,random_4,1.442568212355
11,random_5,1.388116306482
11,random_6,1.415438977826
11,random_7,1.40295491095
12,identity,8.113814676959e-17
12,random_0,1.40380387577
12,random_1,1.411855259452
12,random_2,1.430905954543
12,random_3,1.392123818851
12,random_4,1.405273423923
12,random_5,1.411403462122
12,random_6,1.384274429128
12,random_7,1.400553526796
13,identity,6.991396622326e-17
13,random_0,1.402973908162
13,random_1,1.404204405718
13,random_2,1.400950564491
13,random_3,1.386462912986
13,random_4,1.411112812062
13,random_5,1.4100376583
13,random_6,1.442472775007
13,random_7,1.395885783732
14,identity,8.765596512954e-17
14,random_0,1.39080848727
14,random_1,1.414557932154
14,random_2,1.393543993416
14,random_3,1.450140132162
14,random_4,1.420519974645
14,random_5,1.433168751803
14,random_6,1.386790798819
14,random_7,1.390104039364
15,identity,7.345696007301e-17
15,random_0,1.417314853784
15,random_1,1.406659649815
15,random_2,1.425686567684
15,random_3,1.415985834161
15,random_4,1.399711255753
15,random_5,1.402641309887
15,random_6,1.430542847239
15,random_7,1.436982470208
16,identity,8.570326984233e-17
16,random_0,1.410775539714
16,random_1,1.431785947881
16,random_2,1.409056553048
16,random_3,1.409487668369
16,random_4,1.417629458021
16,random_5,1.370954243431
16,random_6,1.405355621196
16,random_7,1.408164366824
17,identity,7.353599736262e-17
17,random_0,1.421835349746
17,random_1,1.405282731247
17,random_2,1.413680030844
17,random_3,1.417204790845
17,random_4,1.414209956707
17,random_5,1.430503611478
17,random_6,1.413290141015
17,random_7,1.420717122783
18,identity,8.406515377732e-17
18,random_0,1.421274964899
18,random_1,1.431320028563
18,random_2,1.429265635749
18,random_3,1.406195947294
18,random_4,1.425632959744
18,random_5,1.41188790555
18,random_6,1.411036253609
18,random_7,1.441944517052
19,identity,8.074434190102e-17
19,random_0,1.413037479881
19,random_1,1.40713860497
19,random_2,1.397403242727
19,random_3,1.428613266208
19,random_4,1.413360816221
19,random_5,1.40501328797
19,random_6,1.413694532572
19,random_7,1.425564381828
20,identity,7.628269719841e-17
20,random_0,1.410801642516
20,random_1,1.428661337111
20,random_2,1.413434666015
20,random_3,1.410060261431
20,random_4,1.435300074671
20,random_5,1.407997060208
20,random_6,1.406447628558
20,random_7,1.427770609565
21,identity,7.655079196367e-17
21,random_0,1.392187434755
21,random_1,1.4217211422
21,random_2,1.392553167829
21,random_3,1.419447759395
21,random_4,1.409545911679
21,random_5,1.438803781099
21,random_6,1.414020397789
21,random_7,1.410524148049
22,identity,8.075088591770e-17
22,random_0,1.43413875003
22,random_1,1.424664365494
22,random_2,1.409314146297
22,random_3,1.401277228308
22,random_4,1.402529231365
22,random_5,1.420388922506
22,random_6,1.399636809819
22,random_7,1.408746152368
23,identity,8.378114412121e-17
23,random_0,1.395791403613
23,random_1,1.427870973662
23,random_2,1.405607559614
23,random_3,1.43963655636
23,random_4,1.451814078736
23,random_5,1.402412777658
23,random_6,1.407760215226
23,random_7,1.444563813787
24,identity,8.039400232524e-17
24,random_0,1.431960485825
24,random_1,1.440042396868
24,random_2,1.417642132704
24,random_3,1.421413743059
24,random_4,1.447929441208
24,random_5,1.413877143126
24,random_6,1.43183730682
24,random_7,1.426272168338
25,identity,7.163832540555e-17
25,random_0,1.414283131028
25,random_1,1.427114522907
25,random_2,1.420890040893
25,random_3,1.419939191532
25,random_4,1.40052845233
25,random_5,1.429731582145
25,random_6,1.414890267073
25,random_7,1.406155714081
26,identity,7.889667326611e-17
26,random_0,1.426304826742
26,random_1,1.43407277747
26,random_2,1.40885233534
26,random_3,1.413330281018
26,random_4,1.39951701776
26,random_5,1.443217921456
26,random_6,1.425435092129
26,random_7,1.438921457789
27,identity,7.958972858481e-17
27,random_0,1.399938190861
27,random_1,1.413718912195
27,random_2,1.396603472322
27,random_3,1.415995349119
27,random_4,1.398500007239
27,random_5,1.420132524869
27,random_6,1.419262091457
27,random_7,1.439189333543
28,identity,7.673905039373e-17
28,random_0,1.414318693601
28,random_1,1.412659964569
28,random_2,1.417537529804
28,random_3,1.406737162282
28,random_4,1.435364858605
28,random_5,1.409509005571
28,random_6,1.440837744989
28,random_7,1.429245490227
29,identity,7.380533832143e-17
29,random_0,1.430299649596
29,random_1,1.408672252318
29,random_2,1.388184215788
29,random_3,1.432888921208
29,random_4,1.424238157885
29,random_5,1.40857805131
29,random_6,1.393878335188
29,random_7,1.415819248459
30,identity,7.969423441927e-17
30,random_0,1.399453541648
30,random_1,1.426517994215
30,random_2,1.426476754174
30,random_3,1.43100245021
30,random_4,1.438452914324
30,random_5,1.427241001963
30,random_6,1.402619094326
30,random_7,1.388136706642
31,identity,7.861380569540e-17
31,random_0,1.420115185921
31,random_1,1.402961325634
31,random_2,1.391719795044
31,random_3,1.406316684112
31,random_4,1.40546484163
31,random_5,1.435943781048
31,random_6,1.388712712246
31,random_7,1.40327268815
